genome	contig	protein	gene_number	contig_pos_start	contig_pos_end	frame	is_bin	METABOLIC_score	KEGG_score	dbCAN_score	Pfam_score	FOAM_score	PHROG_score	METABOLIC_alignment_type	KEGG_alignment_type	dbCAN_alignment_type	Pfam_alignment_type	FOAM_alignment_type	PHROG_alignment_type	METABOLIC_hmm_id	KEGG_hmm_id	dbCAN_hmm_id	Pfam_hmm_id	FOAM_hmm_id	PHROG_hmm_id	METABOLIC_evalue	KEGG_evalue	dbCAN_evalue	Pfam_evalue	FOAM_evalue	PHROG_evalue	METABOLIC_coverage_sequence	KEGG_coverage_sequence	dbCAN_coverage_sequence	Pfam_coverage_sequence	FOAM_coverage_sequence	PHROG_coverage_sequence	METABOLIC_coverage_hmm	KEGG_coverage_hmm	dbCAN_coverage_hmm	Pfam_coverage_hmm	FOAM_coverage_hmm	PHROG_coverage_hmm	Pfam_V-score	Pfam_VL-score	KEGG_V-score	KEGG_VL-score	PHROG_V-score	PHROG_VL-score	CAMPER_score	CAMPER_alignment_type	CAMPER_hmm_id	CAMPER_evalue	CAMPER_coverage_sequence	CAMPER_coverage_hmm	gene_length_bases	prot_length_AAs	contig_left_end_dist	contig_right_end_dist	contig_left_end_gene_dist	contig_right_end_gene_dist	contig_avg_KEGG_V-score	contig_avg_Pfam_V-score	contig_avg_PHROG_V-score	contig_avg_KEGG_VL-score	contig_avg_Pfam_VL-score	contig_avg_PHROG_VL-score	circular_contig	window_avg_KEGG_VL-score	window_avg_Pfam_VL-score	window_avg_PHROG_VL-score	window_avg_KEGG_V-score	window_avg_Pfam_V-score	window_avg_PHROG_V-score	candidate_region_id	refined_region_id	viral_region_id	step1_seed_strict_wvl	step1_in_candidate_region	step2_passes_vscore_gate	step2_in_refined_core	step3_bridge_ok	step3_in_walkback_extended	step4_in_snapped_region	step5_in_merged_region	KEGG_viral_left_dist	KEGG_viral_right_dist	Pfam_viral_left_dist	Pfam_viral_right_dist	PHROG_viral_left_dist	PHROG_viral_right_dist	KEGG_MGE_left_dist	KEGG_MGE_right_dist	Pfam_MGE_left_dist	Pfam_MGE_right_dist	PHROG_MGE_left_dist	PHROG_MGE_right_dist	KEGG_V-score_left_MGE	KEGG_V-score_right_MGE	KEGG_VL-score_left_MGE	KEGG_VL-score_right_MGE	Pfam_V-score_left_MGE	Pfam_V-score_right_MGE	Pfam_VL-score_left_MGE	Pfam_VL-score_right_MGE	PHROG_V-score_left_MGE	PHROG_V-score_right_MGE	PHROG_VL-score_left_MGE	PHROG_VL-score_right_MGE	LGBM_viral_prob	Viral_Origin_Confidence
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_1	1	22	732	1	true																																					10.0	4.091772441	10.0	3.474507639									711	237	21.0	20274.0	0.0	30.0	10.0	8.04125	7.8	3.8910235031428573	3.412651674125	3.3713302684	false	3.474507639	4.091772441	NaN	10.0	10.0	NaN	0	0	0	true	true	true	true	true	true	true	true		7116.0		7116.0		9699.0		7518.0						10.0		4.4847693									0.6608145	medium
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_2	2	784	1398	1	true																																																	615	205	783.0	19608.0	1.0	29.0	10.0	8.04125	7.8	3.8910235031428573	3.412651674125	3.3713302684	false	3.474507639	4.091772441	NaN	10.0	10.0	NaN	0	0	0	true	true	false	true	true	true	true	true	711.0	6405.0	711.0	6405.0		8988.0		6807.0						10.0		4.4847693									0.7967165	medium
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_3	3	1405	1827	1	true																																																	423	141	1404.0	19179.0	2.0	28.0	10.0	8.04125	7.8	3.8910235031428573	3.412651674125	3.3713302684	false	3.474507639	4.091772441	NaN	10.0	10.0	NaN	0	0	0	true	true	false	true	true	true	true	true	1326.0	5790.0	1326.0	5790.0		8373.0		6192.0						10.0		4.4847693									0.78871614	medium
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_4	4	1983	2462	-1	true																																																	480	160	1982.0	18544.0	3.0	27.0	10.0	8.04125	7.8	3.8910235031428573	3.412651674125	3.3713302684	false	3.430324874	3.7532893605	2.764176132	10.0	10.0	5.81	0	0	0	true	true	false	true	true	true	true	true	1749.0	5367.0	1749.0	5367.0		7950.0		5769.0						10.0		4.4847693									0.714851	medium
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_5	5	2516	2974	1	true																																																	459	153	2515.0	18032.0	4.0	26.0	10.0	8.04125	7.8	3.8910235031428573	3.412651674125	3.3713302684	false	3.7818064086666667	3.024926815	2.6339834074999997	10.0	6.79	4.5	0	0	0	true	true	false	true	true	true	true	true	2229.0	4887.0	2229.0	4887.0		7470.0		5289.0						10.0		4.4847693									0.50583833	low
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_6	6	3063	3245	1	true																																																	183	61	3062.0	17761.0	5.0	25.0	10.0	8.04125	7.8	3.8910235031428573	3.412651674125	3.3713302684	false	3.7818064086666667	3.024926815	2.6339834074999997	10.0	6.79	4.5	0	0	0	true	true	false	true	true	true	true	true	2688.0	4428.0	2688.0	4428.0		7011.0		4830.0						10.0		4.4847693									0.53929394	low
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_7	7	3467	4147	-1	true																																																	681	227	3466.0	16859.0	6.0	24.0	10.0	8.04125	7.8	3.8910235031428573	3.412651674125	3.3713302684	false	3.7818064086666667	3.024926815	2.6339834074999997	10.0	6.79	4.5	0	0	0	true	true	false	true	true	true	true	true	2871.0	4245.0	2871.0	4245.0		6828.0		4647.0						10.0		4.4847693									0.5192864	low
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_8	8	4252	4518	-1	true																																																	267	89	4251.0	16488.0	7.0	23.0	10.0	8.04125	7.8	3.8910235031428573	3.412651674125	3.3713302684	false	3.7818064086666667	3.024926815	2.6339834074999997	10.0	6.79	4.5	0	0	0	true	true	false	true	true	true	true	true	3552.0	3564.0	3552.0	3564.0		6147.0		3966.0						10.0		4.4847693									0.4164883	low
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_9	9	4515	5675	-1	true																																																	1161	387	4514.0	15331.0	8.0	22.0	10.0	8.04125	7.8	3.8910235031428573	3.412651674125	3.3713302684	false	3.80125945125	3.20120889925	2.908767480333333	10.0	7.5925	6.333333333333333	0	0	0	true	true	false	true	true	true	true	true	3819.0	3297.0	3819.0	3297.0		5880.0		3699.0						10.0		4.4847693									0.5039502	low
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_10	10	5755	6621	1	true																																																	867	289	5754.0	14385.0	9.0	21.0	10.0	8.04125	7.8	3.8910235031428573	3.412651674125	3.3713302684	false	3.800544148	3.3081666962	2.908767480333333	10.0	8.074000000000002	6.333333333333333	0	0	0	true	true	false	true	true	true	true	true	4980.0	2136.0	4980.0	2136.0		4719.0		2538.0						10.0		4.4847693									0.38039562	low
